date,name,category,value
2019-08-15,Nickelback,,3
2019-08-15,Portugal. The Man,,3
2019-08-15,Queen,,3
2019-08-15,Ray LaMontagne,,3
2019-08-15,Bastille,,2
2019-08-15,Calvin Harris,,2
2019-08-15,Drake,,2
2019-08-15,Franz Ferdinand,,2
2019-08-15,Gotye,,2
2019-08-15,Hans Zimmer,,2
2019-08-15,John Lennon,,2
2019-08-15,Mumford & Sons,,2
2019-08-15,Naughty Boy,,2
2019-08-16,The Strokes,,76
2019-08-16,Kendrick Lamar,,56
2019-08-16,The Rolling Stones,,47
2019-08-16,Tame Impala,,45
2019-08-16,Arctic Monkeys,,38
2019-08-16,Red Hot Chili Peppers,,37
2019-08-16,Sublime,,33
2019-08-16,The Lumineers,,29
2019-08-16,Julian Casablancas + The Voidz,,24
2019-08-16,The Last Shadow Puppets,,24
2019-08-16,Green Day,,16
2019-08-16,Train,,16
2019-08-16,Julian Casablancas,,15
2019-08-16,Ice Cube,,14
2019-08-16,Kodaline,,14
2019-08-16,Foo Fighters,,12
2019-08-16,Pink Floyd,,11
2019-08-16,The Velvet Underground,,11
2019-08-16,Nothing But Thieves,,10
2019-08-16,Prateek Kuhad,,10
2019-08-16,The Neighbourhood,,10
2019-08-16,Daft Punk,,8
2019-08-16,Vance Joy,,8
2019-08-16,Childish Gambino,,7
2019-08-16,Eminem,,7
2019-08-16,Philip Glass,,7
2019-08-16,Gorillaz,,6
2019-08-16,Radiohead,,6
2019-08-16,Albert Hammond, Jr.,,4
2019-08-16,The Beatles,,4
2019-08-16,Avicii,,3
2019-08-16,Guns N' Roses,,3
2019-08-16,Hozier,,3
2019-08-16,José González,,3
2019-08-16,Kanye West,,3
2019-08-16,Led Zeppelin,,3
2019-08-16,Macklemore & Ryan Lewis,,3
2019-08-16,MGMT,,3
2019-08-16,Nickelback,,3
2019-08-16,Portugal. The Man,,3
2019-08-16,Queen,,3
2019-08-16,Ray LaMontagne,,3
2019-08-16,Bastille,,2
2019-08-16,Calvin Harris,,2
2019-08-16,Drake,,2
2019-08-16,Franz Ferdinand,,2
2019-08-16,Gotye,,2
2019-08-16,Hans Zimmer,,2
2019-08-16,John Lennon,,2
2019-08-16,Mumford & Sons,,2
2019-08-17,The Strokes,,76
2019-08-17,Kendrick Lamar,,56
2019-08-17,The Rolling Stones,,47
2019-08-17,Tame Impala,,45
2019-08-17,Arctic Monkeys,,38
2019-08-17,Red Hot Chili Peppers,,38
2019-08-17,Sublime,,33
2019-08-17,The Lumineers,,29
2019-08-17,Julian Casablancas + The Voidz,,24
2019-08-17,Kodaline,,24
2019-08-17,The Last Shadow Puppets,,24
2019-08-17,Green Day,,16
2019-08-17,Train,,16
2019-08-17,Ice Cube,,15
2019-08-17,Julian Casablancas,,15
2019-08-17,Foo Fighters,,12
2019-08-17,Pink Floyd,,11
2019-08-17,The Velvet Underground,,11
2019-08-17,Nothing But Thieves,,10
2019-08-17,Prateek Kuhad,,10
2019-08-17,The Neighbourhood,,10
2019-08-17,Vance Joy,,9
2019-08-17,Daft Punk,,8
2019-08-17,Childish Gambino,,7
2019-08-17,Eminem,,7
2019-08-17,Philip Glass,,7
2019-08-17,Gorillaz,,6
2019-08-17,Radiohead,,6
2019-08-17,Albert Hammond, Jr.,,4
2019-08-17,Hans Zimmer,,4
2019-08-17,The Beatles,,4
2019-08-17,Avicii,,3
2019-08-17,Guns N' Roses,,3
2019-08-17,Hozier,,3
2019-08-17,José González,,3
2019-08-17,Kanye West,,3
2019-08-17,Led Zeppelin,,3
2019-08-17,Macklemore & Ryan Lewis,,3
2019-08-17,MGMT,,3
2019-08-17,Naughty Boy,,3
2019-08-17,Nickelback,,3
2019-08-17,Portugal. The Man,,3
2019-08-17,Queen,,3
2019-08-17,Ray LaMontagne,,3
2019-08-17,Bastille,,2
2019-08-17,Calvin Harris,,2
2019-08-17,Capital Cities,,2
2019-08-17,Drake,,2
2019-08-17,Elvis Presley,,2
2019-08-17,Eurythmics,,2
2019-08-18,The Strokes,,76
2019-08-18,Kendrick Lamar,,56
2019-08-18,The Rolling Stones,,47
2019-08-18,Tame Impala,,45
2019-08-18,Arctic Monkeys,,38
2019-08-18,Red Hot Chili Peppers,,38
2019-08-18,Sublime,,33
2019-08-18,The Lumineers,,29
2019-08-18,Julian Casablancas + The Voidz,,24
2019-08-18,Kodaline,,24
2019-08-18,The Last Shadow Puppets,,24
2019-08-18,Green Day,,16
2019-08-18,Train,,16
2019-08-18,Ice Cube,,15
2019-08-18,Julian Casablancas,,15
2019-08-18,Foo Fighters,,12
2019-08-18,Pink Floyd,,11
2019-08-18,The Velvet Underground,,11
2019-08-18,Nothing But Thieves,,10
2019-08-18,Prateek Kuhad,,10
2019-08-18,The Neighbourhood,,10
2019-08-18,Vance Joy,,9
2019-08-18,Daft Punk,,8
2019-08-18,Childish Gambino,,7
2019-08-18,Eminem,,7
2019-08-18,Philip Glass,,7
2019-08-18,Gorillaz,,6
2019-08-18,Radiohead,,6
2019-08-18,Albert Hammond, Jr.,,4
2019-08-18,Hans Zimmer,,4
2019-08-18,The Beatles,,4
2019-08-18,Avicii,,3
2019-08-18,Guns N' Roses,,3
2019-08-18,Hozier,,3
2019-08-18,José González,,3
2019-08-18,Kanye West,,3
2019-08-18,Led Zeppelin,,3
2019-08-18,Macklemore & Ryan Lewis,,3
2019-08-18,MGMT,,3
2019-08-18,Naughty Boy,,3
2019-08-18,Nickelback,,3
2019-08-18,Portugal. The Man,,3
2019-08-18,Queen,,3
2019-08-18,Ray LaMontagne,,3
2019-08-18,Bastille,,2
2019-08-18,Calvin Harris,,2
2019-08-18,Capital Cities,,2
2019-08-18,Drake,,2
2019-08-18,Elvis Presley,,2
2019-08-18,Eurythmics,,2
2019-08-19,The Strokes,,79
2019-08-19,Kendrick Lamar,,60
2019-08-19,The Rolling Stones,,47
2019-08-19,Tame Impala,,46
2019-08-19,Red Hot Chili Peppers,,40
2019-08-19,Arctic Monkeys,,39
2019-08-19,Sublime,,36
2019-08-19,The Lumineers,,35
2019-08-19,Julian Casablancas + The Voidz,,24
2019-08-19,Kodaline,,24
2019-08-19,The Last Shadow Puppets,,24
2019-08-19,Green Day,,16
2019-08-19,GULLY BOY,,16
2019-08-19,Train,,16
2019-08-19,Ice Cube,,15
2019-08-19,Julian Casablancas,,15
2019-08-19,Twenty One Pilots,,15
2019-08-19,Nothing But Thieves,,14
2019-08-19,Foo Fighters,,12
2019-08-19,Pink Floyd,,11
2019-08-19,The Velvet Underground,,11
2019-08-19,Prateek Kuhad,,10
2019-08-19,The Neighbourhood,,10
2019-08-19,Eminem,,9
2019-08-19,Vance Joy,,9
2019-08-19,Childish Gambino,,8
2019-08-19,Daft Punk,,8
2019-08-19,Gorillaz,,8
2019-08-19,Cage the Elephant,,7
2019-08-19,Philip Glass,,7
2019-08-19,Radiohead,,6
2019-08-19,Albert Hammond, Jr.,,4
2019-08-19,Avicii,,4
2019-08-19,Hans Zimmer,,4
2019-08-19,Macklemore & Ryan Lewis,,4
2019-08-19,Naughty Boy,,4
2019-08-19,The Beatles,,4
2019-08-19,Gotye,,3
2019-08-19,Guns N' Roses,,3
2019-08-19,Hozier,,3
2019-08-19,José González,,3
2019-08-19,Kanye West,,3
2019-08-19,Led Zeppelin,,3
2019-08-19,MGMT,,3
2019-08-19,Nickelback,,3
2019-08-19,Portugal. The Man,,3
2019-08-19,Queen,,3
2019-08-19,Ray LaMontagne,,3
2019-08-19,Bastille,,2
2019-08-19,Calvin Harris,,2
2019-08-20,The Strokes,,91
2019-08-20,Kendrick Lamar,,60
2019-08-20,The Rolling Stones,,47
2019-08-20,Tame Impala,,46
2019-08-20,Red Hot Chili Peppers,,40
2019-08-20,Arctic Monkeys,,39
2019-08-20,Sublime,,38
2019-08-20,The Lumineers,,35
2019-08-20,Julian Casablancas + The Voidz,,24
2019-08-20,Kodaline,,24
2019-08-20,The Last Shadow Puppets,,24
2019-08-20,Twenty One Pilots,,23
2019-08-20,Green Day,,17
2019-08-20,GULLY BOY,,16
2019-08-20,Train,,16
2019-08-20,Ice Cube,,15
2019-08-20,Julian Casablancas,,15
2019-08-20,Nothing But Thieves,,14
2019-08-20,Foo Fighters,,12
2019-08-20,Eminem,,11
2019-08-20,Pink Floyd,,11
2019-08-20,The Velvet Underground,,11
2019-08-20,Prateek Kuhad,,10
2019-08-20,The Neighbourhood,,10
2019-08-20,Vance Joy,,9
2019-08-20,Childish Gambino,,8
2019-08-20,Daft Punk,,8
2019-08-20,Gorillaz,,8
2019-08-20,Cage the Elephant,,7
2019-08-20,Philip Glass,,7
2019-08-20,Radiohead,,6
2019-08-20,Albert Hammond, Jr.,,4
2019-08-20,Avicii,,4
2019-08-20,Hans Zimmer,,4
2019-08-20,Macklemore & Ryan Lewis,,4
2019-08-20,MGMT,,4
2019-08-20,Naughty Boy,,4
2019-08-20,The Beatles,,4
2019-08-20,Elvis Presley,,3
2019-08-20,Gotye,,3
2019-08-20,Guns N' Roses,,3
2019-08-20,Hozier,,3
2019-08-20,José González,,3
2019-08-20,Kanye West,,3
2019-08-20,Led Zeppelin,,3
2019-08-20,Nickelback,,3
2019-08-20,Portugal. The Man,,3
2019-08-20,Queen,,3
2019-08-20,Ray LaMontagne,,3
2019-08-20,The Black Keys,,3
2019-08-21,The Strokes,,93
2019-08-21,Kendrick Lamar,,60
2019-08-21,The Rolling Stones,,47
2019-08-21,Tame Impala,,46
2019-08-21,Sublime,,44
2019-08-21,Arctic Monkeys,,42
2019-08-21,Red Hot Chili Peppers,,41
2019-08-21,The Lumineers,,35
2019-08-21,Twenty One Pilots,,31
2019-08-21,The Last Shadow Puppets,,28
2019-08-21,Julian Casablancas + The Voidz,,24
2019-08-21,Kodaline,,24
2019-08-21,Green Day,,17
2019-08-21,GULLY BOY,,16
2019-08-21,Ice Cube,,16
2019-08-21,Train,,16
2019-08-21,Julian Casablancas,,15
2019-08-21,Nothing But Thieves,,14
2019-08-21,Eminem,,12
2019-08-21,Foo Fighters,,12
2019-08-21,Pink Floyd,,11
2019-08-21,The Velvet Underground,,11
2019-08-21,Prateek Kuhad,,10
2019-08-21,The Neighbourhood,,10
2019-08-21,Vance Joy,,10
2019-08-21,Childish Gambino,,8
2019-08-21,Daft Punk,,8
2019-08-21,Gorillaz,,8
2019-08-21,Cage the Elephant,,7
2019-08-21,Philip Glass,,7
2019-08-21,Radiohead,,6
2019-08-21,Albert Hammond, Jr.,,4
2019-08-21,Avicii,,4
2019-08-21,Elvis Presley,,4
2019-08-21,Hans Zimmer,,4
2019-08-21,Imagine Dragons,,4
2019-08-21,Macklemore & Ryan Lewis,,4
2019-08-21,MGMT,,4
2019-08-21,Naughty Boy,,4
2019-08-21,Portugal. The Man,,4
2019-08-21,The Beatles,,4
2019-08-21,The Decemberists,,4
2019-08-21,Gotye,,3
2019-08-21,Guns N' Roses,,3
2019-08-21,Hozier,,3
2019-08-21,José González,,3
2019-08-21,Kanye West,,3
2019-08-21,Led Zeppelin,,3
2019-08-21,Nickelback,,3
2019-08-21,Queen,,3
2019-08-22,The Strokes,,93
2019-08-22,Kendrick Lamar,,60
2019-08-22,Sublime,,47
2019-08-22,The Rolling Stones,,47
2019-08-22,Tame Impala,,46
2019-08-22,The Last Shadow Puppets,,43
2019-08-22,Arctic Monkeys,,42
2019-08-22,Red Hot Chili Peppers,,41
2019-08-22,Twenty One Pilots,,36
2019-08-22,The Lumineers,,35
2019-08-22,Julian Casablancas + The Voidz,,24
2019-08-22,Kodaline,,24
2019-08-22,Green Day,,17
2019-08-22,GULLY BOY,,16
2019-08-22,Ice Cube,,16
2019-08-22,Train,,16
2019-08-22,Julian Casablancas,,15
2019-08-22,Nothing But Thieves,,14
2019-08-22,Eminem,,13
2019-08-22,Foo Fighters,,12
2019-08-22,Pink Floyd,,11
2019-08-22,The Velvet Underground,,11
2019-08-22,Prateek Kuhad,,10
2019-08-22,The Neighbourhood,,10
2019-08-22,Vance Joy,,10
2019-08-22,Daft Punk,,9
2019-08-22,Childish Gambino,,8
2019-08-22,Gorillaz,,8
2019-08-22,Cage the Elephant,,7
2019-08-22,Philip Glass,,7
2019-08-22,Radiohead,,6
2019-08-22,Elvis Presley,,5
2019-08-22,MGMT,,5
2019-08-22,Albert Hammond, Jr.,,4
2019-08-22,Avicii,,4
2019-08-22,Hans Zimmer,,4
2019-08-22,Imagine Dragons,,4
2019-08-22,Macklemore & Ryan Lewis,,4
2019-08-22,Naughty Boy,,4
2019-08-22,Portugal. The Man,,4
2019-08-22,The Beatles,,4
2019-08-22,The Decemberists,,4
2019-08-22,Gotye,,3
2019-08-22,Guns N' Roses,,3
2019-08-22,Hozier,,3
2019-08-22,José González,,3
2019-08-22,Kanye West,,3
2019-08-22,Led Zeppelin,,3
2019-08-22,Milky Chance,,3
2019-08-22,Nickelback,,3
2019-08-23,The Strokes,,97
2019-08-23,Kendrick Lamar,,62
2019-08-23,Twenty One Pilots,,60
2019-08-23,Sublime,,53
2019-08-23,Arctic Monkeys,,48
2019-08-23,Tame Impala,,48
2019-08-23,The Rolling Stones,,47
2019-08-23,The Last Shadow Puppets,,44
2019-08-23,Red Hot Chili Peppers,,42
2019-08-23,The Lumineers,,36
2019-08-23,Kodaline,,25
2019-08-23,Julian Casablancas + The Voidz,,24
2019-08-23,Green Day,,22
2019-08-23,GULLY BOY,,19
2019-08-23,Ice Cube,,18
2019-08-23,Julian Casablancas,,17
2019-08-23,Train,,16
2019-08-23,Eminem,,15
2019-08-23,Nothing But Thieves,,15
2019-08-23,Gorillaz,,14
2019-08-23,Pink Floyd,,14
2019-08-23,Foo Fighters,,12
2019-08-23,Prateek Kuhad,,11
2019-08-23,The Velvet Underground,,11
2019-08-23,The Neighbourhood,,10
2019-08-23,Vance Joy,,10
2019-08-23,Daft Punk,,9
2019-08-23,Childish Gambino,,8
2019-08-23,Philip Glass,,8
2019-08-23,Albert Hammond, Jr.,,7
2019-08-23,Cage the Elephant,,7
2019-08-23,Queen,,6
2019-08-23,Radiohead,,6
2019-08-23,Daniel Pemberton,,5
2019-08-23,Elvis Presley,,5
2019-08-23,MGMT,,5
2019-08-23,Sum 41,,5
2019-08-23,The Beatles,,5
2019-08-23,Avicii,,4
2019-08-23,Hans Zimmer,,4
2019-08-23,Imagine Dragons,,4
2019-08-23,Led Zeppelin,,4
2019-08-23,Macklemore & Ryan Lewis,,4
2019-08-23,Naughty Boy,,4
2019-08-23,Portugal. The Man,,4
2019-08-23,The Black Keys,,4
2019-08-23,The Decemberists,,4
2019-08-23,Calvin Harris,,3
2019-08-23,Gotye,,3
2019-08-23,Guns N' Roses,,3
2019-08-24,The Strokes,,98
2019-08-24,Twenty One Pilots,,69
2019-08-24,Kendrick Lamar,,63
2019-08-24,Sublime,,54
2019-08-24,Arctic Monkeys,,49
2019-08-24,Tame Impala,,48
2019-08-24,The Rolling Stones,,47
2019-08-24,The Last Shadow Puppets,,44
2019-08-24,Red Hot Chili Peppers,,42
2019-08-24,The Lumineers,,40
2019-08-24,Kodaline,,26
2019-08-24,Julian Casablancas + The Voidz,,24
2019-08-24,Green Day,,23
2019-08-24,Eminem,,19
2019-08-24,GULLY BOY,,19
2019-08-24,Ice Cube,,19
2019-08-24,Julian Casablancas,,17
2019-08-24,Train,,16
2019-08-24,Gorillaz,,15
2019-08-24,Nothing But Thieves,,15
2019-08-24,Pink Floyd,,14
2019-08-24,Vance Joy,,14
2019-08-24,Daniel Pemberton,,13
2019-08-24,Cage the Elephant,,12
2019-08-24,Foo Fighters,,12
2019-08-24,Prateek Kuhad,,11
2019-08-24,The Velvet Underground,,11
2019-08-24,Foster the People,,10
2019-08-24,The Neighbourhood,,10
2019-08-24,Daft Punk,,9
2019-08-24,Childish Gambino,,8
2019-08-24,Cigarettes After Sex,,8
2019-08-24,Imagine Dragons,,8
2019-08-24,Mumford & Sons,,8
2019-08-24,Philip Glass,,8
2019-08-24,Albert Hammond, Jr.,,7
2019-08-24,Elvis Presley,,6
2019-08-24,Hozier,,6
2019-08-24,Portugal. The Man,,6
2019-08-24,Queen,,6
2019-08-24,Radiohead,,6
2019-08-24,The Black Keys,,6
2019-08-24,Hans Zimmer,,5
2019-08-24,MGMT,,5
2019-08-24,Milky Chance,,5
2019-08-24,Sum 41,,5
2019-08-24,The Beatles,,5
2019-08-24,Vampire Weekend,,5
2019-08-24,Avicii,,4
2019-08-24,Led Zeppelin,,4
2019-08-25,The Strokes,,98
2019-08-25,Twenty One Pilots,,69
2019-08-25,Kendrick Lamar,,63
2019-08-25,Sublime,,54
2019-08-25,Arctic Monkeys,,49
2019-08-25,Tame Impala,,48
2019-08-25,The Rolling Stones,,47
2019-08-25,The Last Shadow Puppets,,44
2019-08-25,Red Hot Chili Peppers,,42
2019-08-25,The Lumineers,,40
2019-08-25,Kodaline,,26
2019-08-25,Julian Casablancas + The Voidz,,24
2019-08-25,Green Day,,23
2019-08-25,Eminem,,19
2019-08-25,GULLY BOY,,19
2019-08-25,Ice Cube,,19
2019-08-25,Julian Casablancas,,17
2019-08-25,Train,,16
2019-08-25,Gorillaz,,15
2019-08-25,Nothing But Thieves,,15
2019-08-25,Pink Floyd,,14
2019-08-25,Vance Joy,,14
2019-08-25,Daniel Pemberton,,13
2019-08-25,Cage the Elephant,,12
2019-08-25,Foo Fighters,,12
2019-08-25,Prateek Kuhad,,11
2019-08-25,The Velvet Underground,,11
2019-08-25,Foster the People,,10
2019-08-25,The Neighbourhood,,10
2019-08-25,Daft Punk,,9
2019-08-25,Childish Gambino,,8
2019-08-25,Cigarettes After Sex,,8
2019-08-25,Imagine Dragons,,8
2019-08-25,Mumford & Sons,,8
2019-08-25,Philip Glass,,8
2019-08-25,Albert Hammond, Jr.,,7
2019-08-25,Elvis Presley,,6
2019-08-25,Hozier,,6
2019-08-25,Portugal. The Man,,6
2019-08-25,Queen,,6
2019-08-25,Radiohead,,6
2019-08-25,The Black Keys,,6
2019-08-25,Hans Zimmer,,5
2019-08-25,MGMT,,5
2019-08-25,Milky Chance,,5
2019-08-25,Sum 41,,5
2019-08-25,The Beatles,,5
2019-08-25,Vampire Weekend,,5
2019-08-25,Avicii,,4
2019-08-25,Led Zeppelin,,4
2019-08-26,The Strokes,,99
2019-08-26,Twenty One Pilots,,83
2019-08-26,Kendrick Lamar,,67
2019-08-26,The Rolling Stones,,62
2019-08-26,Sublime,,55
2019-08-26,Arctic Monkeys,,49
2019-08-26,Julian Casablancas + The Voidz,,49
2019-08-26,Tame Impala,,49
2019-08-26,The Last Shadow Puppets,,44
2019-08-26,Red Hot Chili Peppers,,43
2019-08-26,The Lumineers,,40
2019-08-26,Cage the Elephant,,27
2019-08-26,Kodaline,,26
2019-08-26,Eminem,,24
2019-08-26,Green Day,,23
2019-08-26,GULLY BOY,,19
2019-08-26,Ice Cube,,19
2019-08-26,Julian Casablancas,,17
2019-08-26,Vance Joy,,17
2019-08-26,Gorillaz,,16
2019-08-26,Train,,16
2019-08-26,Daniel Pemberton,,15
2019-08-26,Nothing But Thieves,,15
2019-08-26,Pink Floyd,,14
2019-08-26,Foo Fighters,,12
2019-08-26,Foster the People,,11
2019-08-26,Prateek Kuhad,,11
2019-08-26,The Black Keys,,11
2019-08-26,The Velvet Underground,,11
2019-08-26,The Neighbourhood,,10
2019-08-26,Daft Punk,,9
2019-08-26,Imagine Dragons,,9
2019-08-26,Portugal. The Man,,9
2019-08-26,Childish Gambino,,8
2019-08-26,Cigarettes After Sex,,8
2019-08-26,Mumford & Sons,,8
2019-08-26,Philip Glass,,8
2019-08-26,Albert Hammond, Jr.,,7
2019-08-26,Milky Chance,,7
2019-08-26,Elvis Presley,,6
2019-08-26,Hozier,,6
2019-08-26,Queen,,6
2019-08-26,Radiohead,,6
2019-08-26,Avicii,,5
2019-08-26,Hans Zimmer,,5
2019-08-26,MGMT,,5
2019-08-26,Sum 41,,5
2019-08-26,The Beatles,,5
2019-08-26,Two Door Cinema Club,,5
2019-08-26,Vampire Weekend,,5
2019-08-27,The Strokes,,101
2019-08-27,Twenty One Pilots,,94
2019-08-27,Kendrick Lamar,,70
2019-08-27,The Rolling Stones,,62
2019-08-27,Sublime,,55
2019-08-27,Arctic Monkeys,,50
2019-08-27,Tame Impala,,50
2019-08-27,Julian Casablancas + The Voidz,,49
2019-08-27,Red Hot Chili Peppers,,44
2019-08-27,The Last Shadow Puppets,,44
2019-08-27,The Lumineers,,40
2019-08-27,Cage the Elephant,,34
2019-08-27,Eminem,,30
2019-08-27,Daniel Pemberton,,27
2019-08-27,Kodaline,,26
2019-08-27,Green Day,,23
2019-08-27,Ice Cube,,22
2019-08-27,Gorillaz,,19
2019-08-27,GULLY BOY,,19
2019-08-27,Vance Joy,,18
2019-08-27,Julian Casablancas,,17
2019-08-27,Train,,16
2019-08-27,Nothing But Thieves,,15
2019-08-27,Imagine Dragons,,14
2019-08-27,Pink Floyd,,14
2019-08-27,Foo Fighters,,12
2019-08-27,The Black Keys,,12
2019-08-27,Childish Gambino,,11
2019-08-27,Foster the People,,11
2019-08-27,Prateek Kuhad,,11
2019-08-27,The Neighbourhood,,11
2019-08-27,The Velvet Underground,,11
2019-08-27,Daft Punk,,10
2019-08-27,Portugal. The Man,,10
2019-08-27,Cigarettes After Sex,,9
2019-08-27,Milky Chance,,9
2019-08-27,Mumford & Sons,,8
2019-08-27,Philip Glass,,8
2019-08-27,Albert Hammond, Jr.,,7
2019-08-27,Hozier,,7
2019-08-27,MGMT,,7
2019-08-27,Elvis Presley,,6
2019-08-27,Queen,,6
2019-08-27,Radiohead,,6
2019-08-27,Two Door Cinema Club,,6
2019-08-27,Avicii,,5
2019-08-27,Hans Zimmer,,5
2019-08-27,Sum 41,,5
2019-08-27,The Beatles,,5
2019-08-27,Vampire Weekend,,5
2019-08-28,The Strokes,,103
2019-08-28,Twenty One Pilots,,96
2019-08-28,Kendrick Lamar,,72
2019-08-28,The Rolling Stones,,62
2019-08-28,Sublime,,55
2019-08-28,Arctic Monkeys,,53
2019-08-28,Tame Impala,,50
2019-08-28,Julian Casablancas + The Voidz,,49
2019-08-28,Red Hot Chili Peppers,,46
2019-08-28,The Last Shadow Puppets,,44
2019-08-28,Cage the Elephant,,41
2019-08-28,The Lumineers,,41
2019-08-28,Eminem,,32
2019-08-28,Daniel Pemberton,,29
2019-08-28,Kodaline,,26
2019-08-28,Green Day,,24
2019-08-28,Ice Cube,,22
2019-08-28,Gorillaz,,19
2019-08-28,GULLY BOY,,19
2019-08-28,Vance Joy,,19
2019-08-28,Julian Casablancas,,17
2019-08-28,The Black Keys,,16
2019-08-28,Train,,16
2019-08-28,Imagine Dragons,,15
2019-08-28,Nothing But Thieves,,15
2019-08-28,Pink Floyd,,14
2019-08-28,The Neighbourhood,,13
2019-08-28,Foo Fighters,,12
2019-08-28,Childish Gambino,,11
2019-08-28,Foster the People,,11
2019-08-28,Portugal. The Man,,11
2019-08-28,Prateek Kuhad,,11
2019-08-28,The Velvet Underground,,11
2019-08-28,Daft Punk,,10
2019-08-28,Milky Chance,,10
2019-08-28,Cigarettes After Sex,,9
2019-08-28,Mumford & Sons,,8
2019-08-28,Philip Glass,,8
2019-08-28,Albert Hammond, Jr.,,7
2019-08-28,Hozier,,7
2019-08-28,MGMT,,7
2019-08-28,Two Door Cinema Club,,7
2019-08-28,Elvis Presley,,6
2019-08-28,Queen,,6
2019-08-28,Radiohead,,6
2019-08-28,The 1975,,6
2019-08-28,Avicii,,5
2019-08-28,Gotye,,5
2019-08-28,Hans Zimmer,,5
2019-08-28,Sum 41,,5
2019-08-29,The Strokes,,109
2019-08-29,Twenty One Pilots,,101
2019-08-29,Kendrick Lamar,,77
2019-08-29,The Rolling Stones,,62
2019-08-29,Julian Casablancas + The Voidz,,58
2019-08-29,Arctic Monkeys,,55
2019-08-29,Sublime,,55
2019-08-29,Tame Impala,,55
2019-08-29,Red Hot Chili Peppers,,48
2019-08-29,Cage the Elephant,,45
2019-08-29,The Last Shadow Puppets,,44
2019-08-29,The Lumineers,,41
2019-08-29,Eminem,,34
2019-08-29,Daniel Pemberton,,29
2019-08-29,Kodaline,,26
2019-08-29,Green Day,,24
2019-08-29,Ice Cube,,22
2019-08-29,Gorillaz,,20
2019-08-29,GULLY BOY,,19
2019-08-29,Vance Joy,,19
2019-08-29,Julian Casablancas,,17
2019-08-29,The Black Keys,,17
2019-08-29,Imagine Dragons,,16
2019-08-29,Train,,16
2019-08-29,Nothing But Thieves,,15
2019-08-29,The 1975,,15
2019-08-29,Pink Floyd,,14
2019-08-29,Foster the People,,13
2019-08-29,The Neighbourhood,,13
2019-08-29,Childish Gambino,,12
2019-08-29,Foo Fighters,,12
2019-08-29,Portugal. The Man,,12
2019-08-29,Prateek Kuhad,,11
2019-08-29,The Velvet Underground,,11
2019-08-29,Daft Punk,,10
2019-08-29,Milky Chance,,10
2019-08-29,Cigarettes After Sex,,9
2019-08-29,Mumford & Sons,,8
2019-08-29,Philip Glass,,8
2019-08-29,Two Door Cinema Club,,8
2019-08-29,Albert Hammond, Jr.,,7
2019-08-29,Hozier,,7
2019-08-29,MGMT,,7
2019-08-29,Tool,,7
2019-08-29,Avicii,,6
2019-08-29,Elvis Presley,,6
2019-08-29,Queen,,6
2019-08-29,Radiohead,,6
2019-08-29,Gotye,,5
2019-08-29,Hans Zimmer,,5
2019-08-30,The Strokes,,113
2019-08-30,Twenty One Pilots,,113
2019-08-30,Kendrick Lamar,,90
2019-08-30,Cage the Elephant,,64
2019-08-30,The Rolling Stones,,62
2019-08-30,Arctic Monkeys,,59
2019-08-30,Julian Casablancas + The Voidz,,58
2019-08-30,Tame Impala,,58
2019-08-30,Sublime,,55
2019-08-30,Red Hot Chili Peppers,,50
2019-08-30,The Last Shadow Puppets,,44
2019-08-30,The Lumineers,,41
2019-08-30,Eminem,,36
2019-08-30,Daniel Pemberton,,33
2019-08-30,Kodaline,,26
2019-08-30,Gorillaz,,25
2019-08-30,Green Day,,25
2019-08-30,The Black Keys,,25
2019-08-30,Vance Joy,,23
2019-08-30,Ice Cube,,22
2019-08-30,Imagine Dragons,,20
2019-08-30,GULLY BOY,,19
2019-08-30,Foster the People,,18
2019-08-30,Portugal. The Man,,18
2019-08-30,Julian Casablancas,,17
2019-08-30,The Neighbourhood,,17
2019-08-30,Train,,16
2019-08-30,Nothing But Thieves,,15
2019-08-30,The 1975,,15
2019-08-30,Pink Floyd,,14
2019-08-30,Childish Gambino,,13
2019-08-30,Cigarettes After Sex,,13
2019-08-30,Foo Fighters,,13
2019-08-30,Milky Chance,,13
2019-08-30,Daft Punk,,12
2019-08-30,Prateek Kuhad,,11
2019-08-30,The Velvet Underground,,11
2019-08-30,Two Door Cinema Club,,11
2019-08-30,Albert Hammond, Jr.,,9
2019-08-30,Hozier,,9
2019-08-30,Avicii,,8
2019-08-30,Gotye,,8
2019-08-30,MGMT,,8
2019-08-30,Mumford & Sons,,8
2019-08-30,Philip Glass,,8
2019-08-30,Calvin Harris,,7
2019-08-30,Post Malone, Swae Lee & Swae Lee,,7
2019-08-30,Tool,,7
2019-08-30,Elvis Presley,,6
2019-08-30,G-Eazy,,6
2019-08-31,Twenty One Pilots,,118
2019-08-31,The Strokes,,113
2019-08-31,Kendrick Lamar,,92
2019-08-31,Cage the Elephant,,65
2019-08-31,Arctic Monkeys,,62
2019-08-31,The Rolling Stones,,62
2019-08-31,Tame Impala,,59
2019-08-31,Julian Casablancas + The Voidz,,58
2019-08-31,Sublime,,55
2019-08-31,Red Hot Chili Peppers,,50
2019-08-31,The Last Shadow Puppets,,44
2019-08-31,The Lumineers,,41
2019-08-31,Eminem,,38
2019-08-31,Daniel Pemberton,,33
2019-08-31,Kodaline,,26
2019-08-31,The Black Keys,,26
2019-08-31,Gorillaz,,25
